programid,concertnumber,eventtype,location,venue,date,time
3134,2,Special,"Manhattan, NY",Roxy Theatre,1950-09-05,
3134,3,Special,"Manhattan, NY",Roxy Theatre,1950-09-05,
3134,4,Special,"Manhattan, NY",Roxy Theatre,1950-09-05,
3134,5,Special,"Manhattan, NY",Roxy Theatre,1950-09-06,
3134,6,Special,"Manhattan, NY",Roxy Theatre,1950-09-06,
3134,7,Special,"Manhattan, NY",Roxy Theatre,1950-09-06,
3134,8,Special,"Manhattan, NY",Roxy Theatre,1950-09-06,
3134,9,Special,"Manhattan, NY",Roxy Theatre,1950-09-07,
3134,10,Special,"Manhattan, NY",Roxy Theatre,1950-09-07,
3134,11,Special,"Manhattan, NY",Roxy Theatre,1950-09-07,
3134,12,Special,"Manhattan, NY",Roxy Theatre,1950-09-07,
3124,1,Special,"Manhattan, NY",Roxy Theatre,1950-09-05,
3124,2,Special,"Manhattan, NY",Roxy Theatre,1950-09-05,
3124,3,Special,"Manhattan, NY",Roxy Theatre,1950-09-05,
3124,4,Special,"Manhattan, NY",Roxy Theatre,1950-09-05,
3124,5,Special,"Manhattan, NY",Roxy Theatre,1950-09-06,
3124,6,Special,"Manhattan, NY",Roxy Theatre,1950-09-06,
3124,7,Special,"Manhattan, NY",Roxy Theatre,1950-09-06,
3124,8,Special,"Manhattan, NY",Roxy Theatre,1950-09-06,
3124,9,Special,"Manhattan, NY",Roxy Theatre,1950-09-07,
3124,10,Special,"Manhattan, NY",Roxy Theatre,1950-09-07,
3124,11,Special,"Manhattan, NY",Roxy Theatre,1950-09-07,
3124,12,Special,"Manhattan, NY",Roxy Theatre,1950-09-07,
3139,1,Special,"Manhattan, NY",Roxy Theatre,1950-09-08,
3139,2,Special,"Manhattan, NY",Roxy Theatre,1950-09-08,
3139,3,Special,"Manhattan, NY",Roxy Theatre,1950-09-08,
3139,4,Special,"Manhattan, NY",Roxy Theatre,1950-09-08,
3139,5,Special,"Manhattan, NY",Roxy Theatre,1950-09-09,
3139,6,Special,"Manhattan, NY",Roxy Theatre,1950-09-09,
3139,7,Special,"Manhattan, NY",Roxy Theatre,1950-09-09,
3139,8,Special,"Manhattan, NY",Roxy Theatre,1950-09-09,
3139,9,Special,"Manhattan, NY",Roxy Theatre,1950-09-10,
3139,10,Special,"Manhattan, NY",Roxy Theatre,1950-09-10,
3139,11,Special,"Manhattan, NY",Roxy Theatre,1950-09-10,
3139,12,Special,"Manhattan, NY",Roxy Theatre,1950-09-10,
3139,13,Special,"Manhattan, NY",Roxy Theatre,1950-09-11,
3139,14,Special,"Manhattan, NY",Roxy Theatre,1950-09-11,
3139,15,Special,"Manhattan, NY",Roxy Theatre,1950-09-11,
3139,16,Special,"Manhattan, NY",Roxy Theatre,1950-09-11,
3144,1,Special,"Manhattan, NY",Roxy Theatre,1950-09-12,
3144,2,Special,"Manhattan, NY",Roxy Theatre,1950-09-12,
3144,3,Special,"Manhattan, NY",Roxy Theatre,1950-09-12,
3144,4,Special,"Manhattan, NY",Roxy Theatre,1950-09-12,
3144,5,Special,"Manhattan, NY",Roxy Theatre,1950-09-13,
3144,6,Special,"Manhattan, NY",Roxy Theatre,1950-09-13,
3144,7,Special,"Manhattan, NY",Roxy Theatre,1950-09-13,
3144,8,Special,"Manhattan, NY",Roxy Theatre,1950-09-13,
3144,9,Special,"Manhattan, NY",Roxy Theatre,1950-09-14,
3144,10,Special,"Manhattan, NY",Roxy Theatre,1950-09-14,
3144,11,Special,"Manhattan, NY",Roxy Theatre,1950-09-14,
3144,12,Special,"Manhattan, NY",Roxy Theatre,1950-09-14,
5673,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-12,20:45
5673,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-13,14:30
5679,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-15,14:45
5686,1,Runout,"New Brunswick, NJ",Rutgers University,1950-10-17,20:30
5692,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-19,20:45
5692,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-20,14:30
2709,1,Young People's Concert,"Manhattan, NY",Town Hall,1950-10-21,15:00
5697,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-22,14:45
5701,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-26,20:45
5701,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-27,14:30
5707,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-28,20:45
5707,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-10-29,14:45
2635,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-02,20:45
2635,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-03,14:30
2635,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-05,14:45
2642,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-04,20:45
2649,1,Runout,"Hartford, CT",Bushnell Auditorium,1950-11-07,20:15
2657,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-09,20:45
2657,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-10,14:30
2664,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-12,14:45
2670,1,Pension Fund Benefit Concert,"Manhattan, NY",Carnegie Hall,1950-11-13,20:45
2677,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-16,20:45
2677,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-17,14:30
7060,1,Young People's Concert,"Manhattan, NY",Town Hall,1950-11-18,15:00
2681,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-19,14:45
2686,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-23,20:45
2686,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-24,14:30
2686,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-26,14:45
2691,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-25,20:45
2694,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-11-30,20:45
2694,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-01,14:30
6981,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-02,20:45
6986,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-03,14:45
6991,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-07,20:45
6991,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-08,14:30
6991,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-10,14:45
4049,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1950-12-09,11:00
1395,1,Special,"Manhattan, NY",Metropolitan Opera House (39th street),1950-12-10,
4463,1,Private Concert,"Manhattan, NY",Plaza Hotel,1950-12-11,20:45
6996,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-14,20:45
6996,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-15,14:30
6996,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-17,14:45
4057,1,Young People's Concert,"Manhattan, NY",Town Hall,1950-12-16,15:00
7000,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-21,20:45
7000,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-22,14:30
7003,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-23,20:45
7008,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-24,14:45
7011,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-28,20:45
7011,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-29,14:30
7016,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-30,20:45
7019,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-12-31,14:45
3357,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-04,20:45
3357,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-05,14:30
362,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1951-01-06,11:00
3365,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-07,14:45
3373,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-11,20:45
3373,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-12,14:30
3378,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-14,14:45
3382,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-18,20:45
3382,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-19,14:30
3382,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-20,20:45
3382,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-21,14:45
3387,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-25,20:45
3387,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-26,14:30
3387,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-27,20:45
3387,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-01-28,14:45
297,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-01,20:45
297,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-02,14:30
4751,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1951-02-03,11:00
303,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-04,14:45
308,1,Pension Fund Benefit Concert,"Manhattan, NY",Carnegie Hall,1951-02-05,20:45
316,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-08,20:45
316,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-09,14:30
322,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-11,14:45
328,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-15,20:45
328,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-16,14:30
332,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-17,20:45
332,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-18,14:45
336,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-22,20:45
336,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-23,14:30
340,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-24,20:45
340,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-02-25,14:45
4670,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-01,20:45
4670,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-02,14:30
4675,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-03,20:45
4681,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-04,14:45
4687,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-08,20:45
4687,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-09,14:30
4689,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-10,20:45
4693,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-11,14:45
4697,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-15,20:45
4697,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-16,14:30
1699,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1951-03-17,11:00
4702,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-18,14:45
4708,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-22,20:45
4708,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-23,14:30
4715,1,Runout,"Washington, DC",Constitution Hall,1951-03-24,15:00
4721,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-25,14:45
4728,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-29,20:45
4728,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-30,14:30
4732,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-03-31,20:45
1641,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-01,14:45
1645,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-05,20:45
1645,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-06,14:30
1649,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-07,20:45
1654,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-08,14:45
1658,1,Runout,"Newark, NJ",Mosque Theatre,1951-04-10,20:40
1662,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-12,20:45
1662,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-13,14:30
1662,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-15,14:45
6095,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1951-04-14,11:00
6490,1,Private Concert,"Manhattan, NY",Plaza Hotel,1951-04-16,20:45
1664,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-19,20:45
1664,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-20,14:30
1668,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-04-22,14:45
419,1,Special,"Manhattan, NY",Carnegie Hall,1951-05-02,
10700,1,Special,"Manhattan, NY",Roxy Theatre,1951-05-09,12:40
10700,2,Special,"Manhattan, NY",Roxy Theatre,1951-05-09,
10700,3,Special,"Manhattan, NY",Roxy Theatre,1951-05-09,
10700,4,Special,"Manhattan, NY",Roxy Theatre,1951-05-09,
10700,5,Special,"Manhattan, NY",Roxy Theatre,1951-05-10,12:40
10700,6,Special,"Manhattan, NY",Roxy Theatre,1951-05-10,
10700,7,Special,"Manhattan, NY",Roxy Theatre,1951-05-10,
10700,8,Special,"Manhattan, NY",Roxy Theatre,1951-05-10,
10700,9,Special,"Manhattan, NY",Roxy Theatre,1951-05-11,12:40
10700,10,Special,"Manhattan, NY",Roxy Theatre,1951-05-11,
10700,11,Special,"Manhattan, NY",Roxy Theatre,1951-05-11,
10700,12,Special,"Manhattan, NY",Roxy Theatre,1951-05-11,
10700,13,Special,"Manhattan, NY",Roxy Theatre,1951-05-12,
10700,14,Special,"Manhattan, NY",Roxy Theatre,1951-05-12,
10700,15,Special,"Manhattan, NY",Roxy Theatre,1951-05-12,
10700,16,Special,"Manhattan, NY",Roxy Theatre,1951-05-12,12:40
10701,1,Special,"Manhattan, NY",Roxy Theatre,1951-05-13,12:40
10701,2,Special,"Manhattan, NY",Roxy Theatre,1951-05-13,
10701,3,Special,"Manhattan, NY",Roxy Theatre,1951-05-13,
10701,4,Special,"Manhattan, NY",Roxy Theatre,1951-05-13,
10701,5,Special,"Manhattan, NY",Roxy Theatre,1951-05-14,
10701,6,Special,"Manhattan, NY",Roxy Theatre,1951-05-14,
10701,7,Special,"Manhattan, NY",Roxy Theatre,1951-05-14,
10701,8,Special,"Manhattan, NY",Roxy Theatre,1951-05-14,12:40
10701,9,Special,"Manhattan, NY",Roxy Theatre,1951-05-15,12:40
10701,10,Special,"Manhattan, NY",Roxy Theatre,1951-05-15,
10701,11,Special,"Manhattan, NY",Roxy Theatre,1951-05-15,
10701,12,Special,"Manhattan, NY",Roxy Theatre,1951-05-15,
10702,1,Special,"Manhattan, NY",Roxy Theatre,1951-05-16,
10702,2,Special,"Manhattan, NY",Roxy Theatre,1951-05-16,
10702,3,Special,"Manhattan, NY",Roxy Theatre,1951-05-16,
10702,4,Special,"Manhattan, NY",Roxy Theatre,1951-05-16,12:40
10702,5,Special,"Manhattan, NY",Roxy Theatre,1951-05-17,
10702,6,Special,"Manhattan, NY",Roxy Theatre,1951-05-17,
10702,7,Special,"Manhattan, NY",Roxy Theatre,1951-05-17,
10702,8,Special,"Manhattan, NY",Roxy Theatre,1951-05-17,12:40
10702,9,Special,"Manhattan, NY",Roxy Theatre,1951-05-18,
10702,10,Special,"Manhattan, NY",Roxy Theatre,1951-05-18,
10702,11,Special,"Manhattan, NY",Roxy Theatre,1951-05-18,
10702,12,Special,"Manhattan, NY",Roxy Theatre,1951-05-18,12:40
10702,13,Special,"Manhattan, NY",Roxy Theatre,1951-05-19,
10702,14,Special,"Manhattan, NY",Roxy Theatre,1951-05-19,
10702,15,Special,"Manhattan, NY",Roxy Theatre,1951-05-19,
10702,16,Special,"Manhattan, NY",Roxy Theatre,1951-05-19,12:40
10703,1,Special,"Manhattan, NY",Roxy Theatre,1951-05-20,12:40
10703,2,Special,"Manhattan, NY",Roxy Theatre,1951-05-20,
10703,3,Special,"Manhattan, NY",Roxy Theatre,1951-05-20,
10703,4,Special,"Manhattan, NY",Roxy Theatre,1951-05-20,
10703,5,Special,"Manhattan, NY",Roxy Theatre,1951-05-21,12:40
10703,6,Special,"Manhattan, NY",Roxy Theatre,1951-05-21,
10703,7,Special,"Manhattan, NY",Roxy Theatre,1951-05-21,
10703,8,Special,"Manhattan, NY",Roxy Theatre,1951-05-21,
10703,9,Special,"Manhattan, NY",Roxy Theatre,1951-05-22,12:40
10703,10,Special,"Manhattan, NY",Roxy Theatre,1951-05-22,
10703,11,Special,"Manhattan, NY",Roxy Theatre,1951-05-22,
10703,12,Special,"Manhattan, NY",Roxy Theatre,1951-05-22,
11012,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-06-28,20:30
11193,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-06-30,20:30
11013,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-02,20:30
11014,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-03,20:30
11015,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-04,20:30
11017,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-05,20:30
11020,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-07,20:30
11022,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-09,20:30
11023,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-10,20:30
11025,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-11,20:30
11027,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-12,20:30
11029,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-14,20:30
11032,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-16,20:30
11033,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-17,20:30
11034,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-18,20:30
11035,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-20,20:30
11036,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-21,20:30
11037,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-23,20:30
11038,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-24,20:30
11039,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-25,20:30
11040,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-26,20:30
11041,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-29,20:30
11043,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-30,20:30
11044,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-07-31,20:30
11045,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-08-01,20:30
11046,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-08-02,20:30
11048,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-08-04,20:30
11049,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-08-06,20:30
11051,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1951-08-08,20:30
94,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-22,19:30
99,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-23,19:30
103,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-24,19:30
103,2,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-30,19:30
109,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-25,19:30
115,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-26,19:30
121,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-27,19:30
127,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-28,19:30
134,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-29,19:30
141,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-08-31,19:30
4456,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-09-01,19:30
4462,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-09-02,19:30
4462,2,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-09-04,19:30
4469,1,Tour,"Edinburgh, SCOTLAND",Usher Hall,1951-09-03,19:30
6577,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-11,20:45
6581,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-12,14:30
6585,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-14,14:30
6588,1,Runout,"Philadelphia, PA",Academy of Music,1951-10-16,20:30
6593,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-18,20:45
6593,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-19,14:30
3625,1,Young People's Concert,"Manhattan, NY",Town Hall,1951-10-20,15:00
6598,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-21,14:30
11800,1,Student Concert,"Glen Cove, NY",Glen Cove High School,1951-10-23,15:30
6603,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-25,20:45
6603,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-26,14:30
6607,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-27,20:45
6611,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-10-28,14:30
3544,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-01,20:45
3544,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-02,14:30
3550,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-03,20:45
10905,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-04,14:30
3560,1,Runout,"Washington, DC",Constitution Hall,1951-11-06,20:30
3566,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-08,20:45
3566,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-09,14:30
3572,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-11,14:30
965,1,Private Concert,"Manhattan, NY",Plaza Hotel,1951-11-12,20:45
3579,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-15,20:45
3579,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-16,14:30
587,1,Young People's Concert,"Manhattan, NY",Town Hall,1951-11-17,15:00
3584,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-18,14:30
3588,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-22,20:45
3588,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-23,14:30
3593,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-24,20:45
3601,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-25,14:30
3608,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-29,20:45
3608,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-11-30,14:30
503,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-12-01,20:45
508,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-12-02,14:30
512,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-12-06,20:45
512,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1951-12-07,14:30
